고객ID,Recency,Frequency,Monetary,Length,총납세액,평균납세액,총구매수량,평균구매수량,총할인금액,평균할인금액,평균할인율,총배송료,평균배송료,최다구매월,당월구매횟수,고유거래일수,평균구매주기,추가구매일수,성별,고객지역,가입기간,구매카테고리수,First_category,Second_category,Third_category,used개수,not used개수,clicked개수,Used_ratio,Used_ratio_per_F,Clicked_ratio,Clicked_ratio_per_F
USER_0831,221,5,1174.9762,47,111.0132,11.10132,21,4.2,8.777000000000001,0.8777000000000001,3.0,76.0,7.6,Apr,4,2,157,1.0,남,California,3,3,Apparel,Nest,Stationery,3,2,5,0.3,0.06,0.5,0.1
USER_0832,317,22,2595.9888,1,268.2488,7.059178947368421,76,3.4545454545454546,161.93,4.261315789473684,5.79,200.29999999999998,5.2710526315789465,Feb,22,2,159,1.0,여,Chicago,2,11,Nest,Apparel,Stationery,13,7,18,0.34210526315789475,0.01555023923444976,0.47368421052631576,0.021531100478468897
USER_0833,13,95,17249.105199999998,144,1657.3432,9.470532571428572,796,8.378947368421052,1119.4479999999999,6.396845714285713,6.57,751.19,4.292514285714286,Dec,50,3,100,2.0,여,Chicago,16,11,Nest,Apparel,Stationery,66,25,84,0.37714285714285717,0.003969924812030076,0.48,0.0050526315789473685
USER_0834,249,22,4049.4943000000003,0,408.2343,9.956934146341464,85,3.8636363636363638,83.91,2.0465853658536584,3.41,132.0,3.2195121951219514,Apr,22,1,249,0.0,여,Washington DC,4,8,Nest,Apparel,Lifestyle,15,7,19,0.36585365853658536,0.01662971175166297,0.4634146341463415,0.02106430155210643
USER_0835,128,37,7350.8416,75,788.3116,7.962743434343435,750,20.27027027027027,609.99,6.161515151515151,7.58,337.02,3.404242424242424,Jun,23,2,139,1.0,여,Chicago,40,10,Nest,Apparel,Stationery,28,24,47,0.2828282828282828,0.007644007644007644,0.47474747474747475,0.01283101283101283
USER_0836,340,4,366.12620000000004,0,32.94520000000001,6.589040000000002,5,1.25,15.679000000000002,3.1358000000000006,4.0,26.0,5.2,Jan,4,1,340,0.0,여,Chicago,21,3,Nest,Stationery,Housewares,2,1,2,0.4,0.1,0.4,0.1
USER_0837,33,15,2327.0432,310,235.1052,6.354194594594595,88,5.866666666666666,184.752,4.993297297297298,7.57,189.03,5.108918918918919,Jan,5,4,163,3.0,남,New Jersey,16,6,Apparel,Stationery,Nest,14,6,17,0.3783783783783784,0.025225225225225228,0.4594594594594595,0.030630630630630633
USER_0838,134,5,697.89,0,64.19000000000001,12.838000000000003,8,1.6,29.8,5.96,4.0,30.0,6.0,Aug,5,1,134,0.0,여,Chicago,44,2,Nest,Apparel,None,1,4,0,0.2,0.04,0.0,0.0
USER_0839,257,12,2103.3396000000002,21,246.8516,11.754838095238094,41,3.4166666666666665,359.052,17.097714285714286,12.86,90.8,4.3238095238095235,Mar,10,3,99,2.0,여,California,7,7,Apparel,Nest,Nest,9,3,9,0.42857142857142855,0.03571428571428571,0.42857142857142855,0.03571428571428571
USER_0840,348,8,1830.5763000000002,0,179.77530000000002,12.841092857142858,92,11.5,64.819,4.629928571428572,3.57,52.0,3.7142857142857144,Jan,8,1,348,0.0,여,New York,27,6,Nest,Apparel,Stationery,5,2,7,0.35714285714285715,0.044642857142857144,0.5,0.0625
USER_0841,194,1,77.152,0,9.828,2.457,4,4.0,7.266,1.8165,15.0,19.99,4.9975,Jun,1,1,194,0.0,남,Washington DC,26,1,Apparel,None,None,2,1,1,0.5,0.5,0.25,0.25
USER_0842,147,6,923.6994,179,88.8174,7.4014500000000005,36,6.0,10.058,0.8381666666666666,3.33,82.31,6.859166666666667,Aug,4,3,168,2.0,여,Chicago,25,4,Apparel,Nest,Stationery,3,0,9,0.25,0.041666666666666664,0.75,0.125
USER_0843,64,6,653.7432,160,60.5972,7.57465,11,1.8333333333333333,5.634,0.70425,6.25,36.0,4.5,May,4,3,128,2.0,여,Chicago,24,4,Apparel,Nest,Stationery,3,2,3,0.375,0.0625,0.375,0.0625
USER_0844,188,9,1919.9207000000001,0,186.7677,15.563975,19,2.111111111111111,214.797,17.89975,10.0,81.97,6.8308333333333335,Jun,9,1,188,0.0,남,California,19,3,Nest,Apparel,Apparel,4,2,6,0.3333333333333333,0.037037037037037035,0.5,0.05555555555555555
USER_0845,0,3,823.9695999999999,0,75.1106,15.022120000000001,10,3.3333333333333335,5.931,1.1862,12.0,19.5,3.9,Dec,3,1,0,0.0,남,New Jersey,19,2,Nest,Apparel,None,2,0,3,0.4,0.13333333333333333,0.6,0.19999999999999998
USER_0846,195,13,2314.5208,0,239.8728,9.594912,45,3.4615384615384617,156.22199999999998,6.248879999999999,9.6,104.43,4.1772,Jun,13,1,195,0.0,여,Chicago,28,5,Apparel,Nest,Stationery,8,6,11,0.32,0.024615384615384615,0.44,0.033846153846153845
USER_0847,75,1,195.04999999999998,0,9.950000000000001,9.950000000000001,1,1.0,19.900000000000002,19.900000000000002,10.0,6.0,6.0,Oct,1,1,75,0.0,여,California,27,1,Nest,None,None,1,0,0,1.0,1.0,0.0,0.0
USER_0848,142,8,1092.7426,0,107.0766,4.8671181818181815,32,4.0,19.784,0.8992727272727272,8.18,48.0,2.1818181818181817,Aug,8,1,142,0.0,남,New Jersey,31,5,Apparel,Stationery,Nest,9,4,9,0.4090909090909091,0.05113636363636364,0.4090909090909091,0.05113636363636364
USER_0849,253,6,1863.1648,0,180.7148,16.42861818181818,250,41.666666666666664,156.13,14.193636363636363,5.45,83.68,7.607272727272728,Apr,6,1,253,0.0,남,Chicago,33,3,Apparel,Nest,Stationery,6,2,3,0.5454545454545454,0.0909090909090909,0.2727272727272727,0.04545454545454545
USER_0850,1,123,22396.7282,311,2267.0352,10.795405714285714,889,7.227642276422764,1426.737,6.793985714285714,5.95,1515.32,7.215809523809524,Dec,48,7,89,6.0,여,California,6,14,Nest,Apparel,Housewares,58,30,122,0.2761904761904762,0.002245451025938831,0.580952380952381,0.004723190089043748
USER_0851,186,12,1304.6096,70,149.3656,6.49415652173913,33,2.75,83.01599999999999,3.6093913043478256,5.65,92.89999999999999,4.039130434782608,Apr,8,2,163,1.0,여,Chicago,27,4,Apparel,Nest,Housewares,7,1,15,0.30434782608695654,0.025362318840579712,0.6521739130434783,0.05434782608695652
USER_0852,63,2,384.85,0,24.85,12.425,2,1.0,0.0,0.0,0.0,12.0,6.0,Oct,2,1,63,0.0,여,Chicago,32,2,Nest,Nest,None,0,0,2,0.0,0.0,1.0,0.5
USER_0853,78,9,1921.9684,1,192.1414,11.302435294117647,137,15.222222222222221,68.893,4.052529411764706,5.88,60.99,3.5876470588235296,Oct,9,2,40,1.0,여,New Jersey,8,5,Nest,Lifestyle,Housewares,10,3,4,0.5882352941176471,0.06535947712418301,0.23529411764705882,0.026143790849673203
USER_0854,206,6,1026.0898,0,127.8548,7.990925,86,14.333333333333334,63.945,3.9965625,7.5,42.48,2.655,Jun,6,1,206,0.0,여,Chicago,4,6,Housewares,Stationery,Lifestyle,4,1,11,0.25,0.041666666666666664,0.6875,0.11458333333333333
USER_0855,156,9,772.4459,183,78.0629,4.591935294117647,20,2.2222222222222223,7.8870000000000005,0.46394117647058825,3.53,66.47,3.91,Jul,8,2,261,1.0,남,New York,27,5,Apparel,Nest,Stationery,6,1,10,0.35294117647058826,0.0392156862745098,0.5882352941176471,0.06535947712418301
USER_0856,34,22,3453.1690000000003,309,325.082,11.209724137931035,38,1.7272727272727273,117.49300000000001,4.05148275862069,4.14,168.0,5.793103448275862,Nov,12,5,130,4.0,여,Chicago,3,7,Nest,Apparel,Housewares,8,5,16,0.27586206896551724,0.012539184952978056,0.5517241379310345,0.025078369905956112
USER_0857,98,3,1062.9324,1,151.60139999999998,8.4223,54,18.0,110.04899999999999,6.113833333333333,8.33,18.0,1.0,Sep,3,2,50,1.0,여,California,39,6,Apparel,Housewares,Apparel,5,2,11,0.2777777777777778,0.0925925925925926,0.6111111111111112,0.20370370370370372
USER_0858,336,1,77.148,0,2.468,1.234,6,6.0,0.0,0.0,0.0,50.0,25.0,Jan,1,1,336,0.0,남,Chicago,12,1,Stationery,None,None,0,0,2,0.0,0.0,1.0,1.0
USER_0859,127,5,688.3806000000001,0,62.3386,4.155906666666667,26,5.2,55.148,3.6765333333333334,9.33,30.0,2.0,Aug,5,1,127,0.0,여,New York,46,5,Lifestyle,Apparel,Nest,7,2,6,0.4666666666666667,0.09333333333333334,0.4,0.08
USER_0860,21,5,590.7031999999999,319,57.208200000000005,9.5347,19,3.8,11.985000000000001,1.9975000000000003,5.0,65.27000000000001,10.878333333333336,Dec,2,3,219,2.0,여,Chicago,9,4,Nest,Lifestyle,Housewares,1,1,4,0.16666666666666666,0.03333333333333333,0.6666666666666666,0.13333333333333333
USER_0861,164,5,183.5667,0,17.3457,2.477957142857143,9,1.8,1.359,0.19414285714285714,1.43,30.5,4.357142857142857,Jul,5,1,164,0.0,남,New York,6,4,Apparel,Nest,Housewares,1,2,4,0.14285714285714285,0.02857142857142857,0.5714285714285714,0.11428571428571428
USER_0862,152,7,4368.6474,0,387.4974,29.80749230769231,373,53.285714285714285,237.48000000000002,18.267692307692307,3.08,398.61999999999995,30.66307692307692,Aug,7,1,152,0.0,남,Chicago,22,7,Nest,Lifestyle,Stationery,2,1,10,0.15384615384615385,0.02197802197802198,0.7692307692307693,0.1098901098901099
USER_0863,23,14,2703.2837,208,244.6407,9.785628,38,2.7142857142857144,208.817,8.35268,9.6,102.68,4.107200000000001,May,6,3,146,2.0,남,New York,44,9,Nest,Apparel,Stationery,10,3,12,0.4,0.028571428571428574,0.48,0.03428571428571429
USER_0864,169,32,4796.3677,90,472.3077,8.746438888888889,96,3.0,121.36000000000001,2.2474074074074077,2.59,213.97,3.9624074074074076,Apr,16,3,116,2.0,남,Chicago,4,8,Apparel,Nest,Housewares,12,13,29,0.2222222222222222,0.006944444444444444,0.5370370370370371,0.01678240740740741
USER_0865,283,18,3552.2558,0,396.4488,9.0102,107,5.944444444444445,271.623,6.1732499999999995,8.18,135.47,3.078863636363636,Mar,18,1,283,0.0,여,California,18,6,Apparel,Nest,Stationery,12,9,23,0.2727272727272727,0.01515151515151515,0.5227272727272727,0.02904040404040404
USER_0866,300,10,2157.4764,0,218.4944,14.566293333333334,179,17.9,238.90799999999996,15.927199999999997,12.0,218.89,14.592666666666666,Mar,10,1,300,0.0,여,New York,46,5,Nest,Stationery,Apparel,6,3,6,0.4,0.04,0.4,0.04
USER_0867,362,40,9332.4948,0,842.0298,13.156715625,332,8.3,304.735,4.761484375,3.44,598.79,9.35609375,Jan,40,1,362,0.0,여,California,24,11,Nest,Apparel,Apparel,22,7,35,0.34375,0.00859375,0.546875,0.013671875
USER_0868,27,8,1403.2866,19,118.7766,13.1974,11,1.375,55.800000000000004,6.2,2.22,49.5,5.5,Nov,5,2,32,1.0,여,California,17,3,Nest,Apparel,Nest,1,2,6,0.1111111111111111,0.013888888888888888,0.6666666666666666,0.08333333333333333
USER_0869,58,78,13094.685000000001,250,1282.52,9.293623188405798,307,3.9358974358974357,607.355,4.401123188405797,5.72,495.03,3.587173913043478,Jul,28,6,93,5.0,남,New York,11,13,Nest,Apparel,Stationery,48,21,69,0.34782608695652173,0.004459308807134894,0.5,0.00641025641025641
USER_0870,311,46,13770.8238,2,1464.8638,13.819469811320756,1060,23.043478260869566,1004.2700000000001,9.474245283018869,6.6,608.02,5.736037735849057,Feb,46,2,157,1.0,여,New York,33,10,Nest,Apparel,Stationery,35,17,54,0.330188679245283,0.007178014766201804,0.5094339622641509,0.011074651353568499
USER_0871,27,19,4219.5601,218,348.7821,10.899440625,87,4.578947368421052,487.442,15.2325625,8.75,121.0,3.78125,Dec,16,4,115,3.0,남,New York,34,6,Apparel,Nest,Nest,11,5,16,0.34375,0.018092105263157895,0.5,0.02631578947368421
USER_0872,293,11,1962.5122000000001,1,181.10320000000002,10.653129411764708,109,9.909090909090908,293.27099999999996,17.251235294117645,12.35,359.0,21.11764705882353,Mar,11,2,147,1.0,여,New York,45,5,Nest,Apparel,Stationery,7,3,7,0.4117647058823529,0.0374331550802139,0.4117647058823529,0.0374331550802139
USER_0873,12,1,32.4438,0,4.0338,4.0338,1,1.0,0.0,0.0,0.0,6.0,6.0,Dec,1,1,12,0.0,여,California,39,1,Apparel,None,None,0,0,1,0.0,0.0,1.0,1.0
USER_0874,306,37,10133.5167,0,1029.5567,15.599343939393941,583,15.756756756756756,554.7,8.404545454545456,6.36,310.36,4.702424242424243,Feb,37,1,306,0.0,여,California,21,7,Nest,Apparel,Stationery,21,12,33,0.3181818181818182,0.0085995085995086,0.5,0.013513513513513514
USER_0875,308,25,3717.7845,1,356.2985,9.376276315789474,119,4.76,266.55400000000003,7.014578947368422,5.79,163.74,4.308947368421053,Feb,25,2,155,1.0,남,Chicago,44,7,Nest,Apparel,Housewares,11,4,23,0.2894736842105263,0.011578947368421053,0.6052631578947368,0.024210526315789474
USER_0876,284,38,4882.4765,17,531.2305,8.3004765625,73,1.9210526315789473,517.284,8.0825625,8.91,276.76,4.324375,Mar,38,2,159,1.0,남,Chicago,27,7,Apparel,Nest,Housewares,19,12,33,0.296875,0.0078125,0.515625,0.013569078947368422
USER_0877,302,4,409.918,0,36.646,9.1615,9,2.25,19.188,4.797,7.5,26.0,6.5,Mar,4,1,302,0.0,여,Washington DC,24,2,Nest,Stationery,None,1,1,2,0.25,0.0625,0.5,0.125
USER_0878,53,28,6030.5587000000005,0,507.77070000000003,12.089778571428573,302,10.785714285714286,571.542,13.608142857142857,7.62,219.02,5.214761904761905,Nov,28,1,53,0.0,여,California,8,7,Nest,Apparel,Stationery,16,6,20,0.38095238095238093,0.013605442176870748,0.47619047619047616,0.017006802721088433
USER_0879,124,27,4117.9806,148,395.2446,8.2342625,76,2.814814814814815,170.50400000000002,3.552166666666667,3.75,266.73,5.556875000000001,Aug,19,4,105,3.0,여,Chicago,37,6,Apparel,Nest,Housewares,11,10,27,0.22916666666666666,0.008487654320987654,0.5625,0.020833333333333332
USER_0880,300,24,4752.442,0,524.734,10.708857142857143,401,16.708333333333332,301.572,6.154530612244898,8.57,331.58,6.766938775510204,Mar,24,1,300,0.0,여,Washington DC,24,8,Nest,Apparel,Stationery,14,11,24,0.2857142857142857,0.011904761904761904,0.4897959183673469,0.02040816326530612
USER_0881,343,6,758.8014,12,71.0694,5.92245,17,2.8333333333333335,0.5780000000000001,0.04816666666666667,0.83,39.0,3.25,Jan,6,2,183,1.0,남,Chicago,29,5,Nest,Lifestyle,Apparel,1,5,6,0.08333333333333333,0.013888888888888888,0.5,0.08333333333333333
USER_0882,344,14,2400.572,0,230.89600000000002,10.99504761904762,26,1.8571428571428572,52.40400000000001,2.495428571428572,1.9,113.28,5.394285714285714,Jan,14,1,344,0.0,여,Chicago,34,6,Nest,Apparel,Apparel,4,4,13,0.19047619047619047,0.013605442176870748,0.6190476190476191,0.04421768707482993
USER_0883,96,4,1417.49,0,96.9,19.380000000000003,8,2.0,59.4,11.879999999999999,6.0,37.989999999999995,7.597999999999999,Sep,4,1,96,0.0,여,Chicago,34,2,Nest,Nest,None,1,3,1,0.2,0.05,0.2,0.05
USER_0884,24,7,1193.2764,106,106.64840000000001,5.924911111111111,58,8.285714285714286,22.962,1.2756666666666667,5.56,42.5,2.361111111111111,Aug,3,4,59,3.0,여,California,11,6,Apparel,Stationery,Lifestyle,5,4,9,0.2777777777777778,0.03968253968253969,0.5,0.07142857142857142
USER_0885,21,1,14.1202,0,1.3212000000000002,0.6606000000000001,2,2.0,1.041,0.5205,15.0,6.5,3.25,Dec,1,1,21,0.0,여,California,32,1,Apparel,None,None,1,0,1,0.5,0.5,0.5,0.5
USER_0886,259,2,594.1981999999999,0,52.5882,26.2941,111,55.5,0.0,0.0,0.0,30.92,15.46,Apr,2,1,259,0.0,여,New York,13,2,Apparel,Stationery,None,0,1,1,0.0,0.0,0.5,0.25
USER_0887,208,12,2166.5933999999997,0,233.6474,8.056806896551723,210,17.5,109.704,3.7828965517241375,9.31,100.81,3.4762068965517243,Jun,12,1,208,0.0,남,Chicago,44,9,Housewares,Nest,Stationery,10,3,16,0.3448275862068966,0.02873563218390805,0.5517241379310345,0.04597701149425287
USER_0888,131,11,2505.5246,174,266.78860000000003,9.88105925925926,45,4.090909090909091,181.744,6.731259259259259,7.41,82.97,3.072962962962963,Mar,10,2,239,1.0,남,New Jersey,23,4,Apparel,Nest,Apparel,8,4,15,0.2962962962962963,0.026936026936026935,0.5555555555555556,0.050505050505050504
USER_0889,346,15,3380.4614,0,264.2104,13.210519999999999,169,11.266666666666667,72.42900000000002,3.6214500000000007,2.5,720.0400000000001,36.002,Jan,15,1,346,0.0,여,California,49,6,Nest,Stationery,Housewares,5,2,13,0.25,0.016666666666666666,0.65,0.043333333333333335
USER_0890,284,9,2196.8736,0,250.9076,15.681725,191,21.22222222222222,227.90399999999997,14.243999999999998,15.0,72.85,4.553125,Mar,9,1,284,0.0,여,Chicago,26,6,Nest,Housewares,Apparel,8,1,7,0.5,0.05555555555555555,0.4375,0.04861111111111111
USER_0891,72,15,3042.7832,0,277.9792,7.942262857142857,80,5.333333333333333,54.666000000000004,1.5618857142857143,2.57,96.99,2.771142857142857,Oct,15,1,72,0.0,여,New York,12,8,Nest,Apparel,Housewares,9,7,19,0.2571428571428571,0.01714285714285714,0.5428571428571428,0.03619047619047619
USER_0892,21,3,374.5276,0,40.0726,10.01815,4,1.3333333333333333,82.995,20.74875,22.5,19.5,4.875,Dec,3,1,21,0.0,여,Chicago,39,2,Nest,Apparel,None,3,1,0,0.75,0.25,0.0,0.0
USER_0893,165,3,385.1689,112,27.050900000000002,5.41018,29,9.666666666666666,16.132,3.2264000000000004,8.0,68.72999999999999,13.745999999999999,Mar,2,2,194,1.0,남,Chicago,9,5,Stationery,IT,Apparel,2,0,3,0.4,0.13333333333333333,0.6,0.19999999999999998
USER_0894,23,2,134.7391,0,7.6751000000000005,1.9187750000000001,5,2.5,3.6659999999999995,0.9164999999999999,15.0,12.5,3.125,Dec,2,1,23,0.0,여,California,13,3,Apparel,Nest,Stationery,2,0,2,0.5,0.25,0.5,0.25
USER_0895,219,38,6583.4771,141,746.9811,9.22198888888889,447,11.763157894736842,322.494,3.9814074074074077,3.83,319.42,3.943456790123457,Jan,16,4,125,3.0,남,New York,25,9,Apparel,Nest,Housewares,24,11,46,0.2962962962962963,0.007797270955165692,0.5679012345679012,0.014944769330734242
USER_0896,162,5,659.5882,131,75.49119999999999,4.440658823529411,18,3.6,115.573,6.798411764705882,7.65,31.5,1.8529411764705883,Mar,3,2,212,1.0,여,California,25,8,Stationery,Apparel,Nest,7,2,8,0.4117647058823529,0.08235294117647059,0.47058823529411764,0.09411764705882353
USER_0897,302,3,245.3148,0,29.424799999999998,3.269422222222222,14,4.666666666666667,46.47,5.163333333333333,16.67,19.5,2.1666666666666665,Mar,3,1,302,0.0,여,California,32,3,Apparel,Apparel,Stationery,5,0,4,0.5555555555555556,0.1851851851851852,0.4444444444444444,0.14814814814814814
USER_0898,266,9,963.4341000000001,1,105.3581,3.292440625,44,4.888888888888889,31.184,0.9745,4.06,58.5,1.828125,Apr,9,2,134,1.0,여,Chicago,26,6,Apparel,Stationery,Lifestyle,13,4,15,0.40625,0.04513888888888889,0.46875,0.052083333333333336
USER_0899,236,48,9324.4238,0,1059.9318,8.982472881355934,516,10.75,436.01800000000003,3.6950677966101697,5.25,387.51,3.2839830508474575,May,48,1,236,0.0,여,New York,16,14,Apparel,Stationery,Nest,32,24,62,0.2711864406779661,0.005649717514124294,0.5254237288135594,0.01094632768361582
USER_0900,207,9,1774.6716,0,170.5216,8.52608,120,13.333333333333334,88.29,4.4145,7.5,88.98,4.449,Jun,9,1,207,0.0,여,California,10,6,Lifestyle,Apparel,Stationery,5,2,13,0.25,0.027777777777777776,0.65,0.07222222222222223
USER_0901,238,14,3783.1456000000003,0,411.4816,17.14506666666667,331,23.642857142857142,434.356,18.098166666666668,9.17,172.9,7.204166666666667,May,14,1,238,0.0,남,California,5,5,Nest,Apparel,Stationery,11,4,9,0.4583333333333333,0.03273809523809524,0.375,0.026785714285714284
USER_0902,22,33,6593.4454,243,643.6824,12.873648000000001,79,2.393939393939394,340.687,6.81374,5.4,236.97,4.7394,May,14,3,169,2.0,남,New Jersey,10,8,Apparel,Nest,Stationery,15,8,27,0.3,0.00909090909090909,0.54,0.016363636363636365
USER_0903,151,8,554.965,179,53.275,4.439583333333333,15,1.875,0.0,0.0,0.0,49.5,4.125,Feb,3,5,101,4.0,남,New York,31,4,Apparel,Nest,Stationery,0,3,9,0.0,0.0,0.75,0.09375
USER_0904,269,33,6844.1866,6,759.7275999999999,10.853251428571427,482,14.606060606060606,531.0409999999999,7.586299999999999,8.71,214.5,3.0642857142857145,Apr,19,3,93,2.0,남,California,19,9,Nest,Apparel,Stationery,25,12,33,0.35714285714285715,0.010822510822510822,0.4714285714285714,0.014285714285714285
USER_0905,41,9,1062.5774000000001,206,110.2214,4.082274074074074,37,4.111111111111111,48.474000000000004,1.7953333333333334,4.44,54.0,2.0,Apr,6,3,151,2.0,여,California,34,4,Apparel,Housewares,Nest,8,6,13,0.2962962962962963,0.03292181069958847,0.48148148148148145,0.053497942386831275
USER_0906,5,31,5499.342,358,522.025,10.038942307692308,142,4.580645161290323,420.893,8.094096153846154,5.38,298.59999999999997,5.7423076923076914,Dec,8,9,80,8.0,여,Washington DC,40,8,Nest,Apparel,Nest,15,8,29,0.28846153846153844,0.009305210918114143,0.5576923076923077,0.017990074441687345
USER_0907,15,21,3937.1155,0,316.5865,10.916775862068965,45,2.142857142857143,131.721,4.542103448275862,6.21,161.38,5.5648275862068965,Dec,21,1,15,0.0,여,New York,50,6,Nest,Apparel,Nest,6,3,20,0.20689655172413793,0.009852216748768473,0.6896551724137931,0.03284072249589491
USER_0908,108,50,8606.1319,216,959.7519,6.806751063829787,493,9.86,420.76,2.984113475177305,7.16,564.72,4.005106382978724,Jul,17,4,135,3.0,여,Chicago,48,11,Apparel,Nest,Stationery,49,28,64,0.3475177304964539,0.006950354609929078,0.45390070921985815,0.009078014184397163
USER_0909,135,2,249.0147,0,30.6647,3.407188888888889,82,41.0,9.55,1.0611111111111111,6.67,18.91,2.101111111111111,Aug,2,1,135,0.0,여,New York,26,7,Housewares,Stationery,Housewares,3,0,6,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333
USER_0910,201,7,952.4137,0,90.6757,6.045046666666667,109,15.571428571428571,152.862,10.1908,12.0,81.39,5.426,Jun,7,1,201,0.0,여,California,15,7,Apparel,Stationery,Housewares,6,3,6,0.4,0.05714285714285715,0.4,0.05714285714285715
USER_0911,134,5,607.378,209,57.708000000000006,9.618,14,2.8,19.8,3.3000000000000003,3.33,37.99,6.331666666666667,Apr,2,3,184,2.0,여,Chicago,16,2,Nest,Apparel,None,2,1,3,0.3333333333333333,0.06666666666666667,0.5,0.1
USER_0912,64,8,1085.3532,0,99.1132,5.830188235294118,24,3.0,93.0,5.470588235294118,5.29,48.5,2.8529411764705883,Oct,8,1,64,0.0,여,California,19,6,Apparel,Nest,Lifestyle,9,3,5,0.5294117647058824,0.0661764705882353,0.29411764705882354,0.03676470588235294
USER_0913,352,5,1584.3582000000001,0,152.87120000000002,19.108900000000002,13,2.6,6.683000000000001,0.8353750000000001,2.5,32.5,4.0625,Jan,5,1,352,0.0,남,New Jersey,12,3,Nest,Apparel,Apparel,2,3,3,0.25,0.05,0.375,0.075
USER_0914,116,21,2794.6573,170,307.4033,6.273536734693877,181,8.619047619047619,268.116,5.471755102040816,11.63,198.85,4.058163265306122,Mar,13,2,228,1.0,남,Chicago,44,9,Apparel,Nest,Stationery,19,10,20,0.3877551020408163,0.0184645286686103,0.40816326530612246,0.019436345966958212
USER_0915,248,5,701.2986000000001,0,64.0286,9.146942857142857,7,1.4,0.0,0.0,0.0,30.0,4.285714285714286,Apr,5,1,248,0.0,여,New York,20,2,Nest,Apparel,None,0,1,6,0.0,0.0,0.8571428571428571,0.17142857142857143
USER_0916,260,39,8189.6678,1,796.5248,10.763848648648649,110,2.8205128205128207,205.947,2.7830675675675676,3.11,270.46999999999997,3.655,Apr,39,2,131,1.0,여,New York,41,9,Nest,Apparel,Lifestyle,23,12,39,0.3108108108108108,0.00796950796950797,0.527027027027027,0.013513513513513513
USER_0917,277,14,3067.3401,0,330.4321,15.019640909090908,216,15.428571428571429,280.542,12.75190909090909,13.64,91.0,4.136363636363637,Mar,14,1,277,0.0,남,New York,14,7,Nest,Stationery,Housewares,10,1,11,0.45454545454545453,0.032467532467532464,0.5,0.03571428571428571
USER_0918,221,8,548.1056,0,54.7456,3.220329411764706,64,8.0,56.2,3.3058823529411767,8.24,48.0,2.823529411764706,May,8,1,221,0.0,남,California,21,5,Stationery,Nest,Lifestyle,7,2,8,0.4117647058823529,0.051470588235294115,0.47058823529411764,0.058823529411764705
USER_0919,86,12,2267.4062,0,172.2812,6.152900000000001,140,11.666666666666666,92.94500000000001,3.319464285714286,4.64,114.64999999999999,4.094642857142857,Oct,12,1,86,0.0,남,California,15,9,Housewares,Stationery,Nest,13,4,11,0.4642857142857143,0.03869047619047619,0.39285714285714285,0.03273809523809524
USER_0920,284,5,813.6724,0,87.0924,10.88655,8,1.6,107.1,13.3875,11.25,32.5,4.0625,Mar,5,1,284,0.0,여,New York,47,3,Nest,Apparel,Housewares,3,4,1,0.375,0.075,0.125,0.025
USER_0921,152,1,29.2342,0,3.5442,1.7721,2,2.0,0.0,0.0,0.0,6.0,3.0,Aug,1,1,152,0.0,여,Chicago,16,1,Apparel,None,None,0,1,1,0.0,0.0,0.5,0.5
USER_0922,363,5,944.9792,0,93.6102,7.8008500000000005,13,2.6,23.521,1.9600833333333334,1.67,32.5,2.7083333333333335,Jan,5,1,363,0.0,남,Chicago,49,2,Apparel,Nest,None,2,6,4,0.16666666666666666,0.03333333333333333,0.3333333333333333,0.06666666666666667
USER_0923,7,3,851.5174999999999,1,53.157500000000006,17.71916666666667,5,1.6666666666666667,0.0,0.0,0.0,38.97,12.99,Dec,3,2,4,1.0,여,New York,50,2,Nest,Nest,None,0,1,2,0.0,0.0,0.6666666666666666,0.2222222222222222
USER_0924,22,69,12806.6364,1,1104.4844,9.604212173913044,252,3.652173913043478,1445.2079999999999,12.56702608695652,10.7,489.52,4.256695652173913,Dec,69,2,12,1.0,남,Chicago,29,9,Apparel,Nest,Nest,41,14,60,0.3565217391304348,0.00516698172652804,0.5217391304347826,0.007561436672967864
USER_0925,137,5,1010.225,27,104.125,10.4125,15,3.0,71.12,7.112,6.0,43.47,4.3469999999999995,Aug,3,2,95,1.0,여,Chicago,16,3,Apparel,Nest,Nest,4,1,5,0.4,0.08,0.5,0.1
USER_0926,136,8,733.8697000000001,141,84.4597,4.445247368421053,24,3.0,79.94,4.207368421052632,12.11,94.22999999999999,4.959473684210526,Mar,5,2,209,1.0,남,California,43,5,Apparel,Nest,Stationery,9,1,9,0.47368421052631576,0.05921052631578947,0.47368421052631576,0.05921052631578947
USER_0927,47,8,997.0845999999999,12,77.1726,4.8232875,23,2.875,18.038,1.127375,3.75,48.0,3.0,Nov,8,2,35,1.0,여,New York,34,5,Apparel,Housewares,Stationery,3,3,10,0.1875,0.0234375,0.625,0.078125
USER_0928,280,11,1729.4768,0,175.2018,13.477061538461538,21,1.9090909090909092,219.58499999999998,16.891153846153845,11.54,85.85,6.6038461538461535,Mar,11,1,280,0.0,남,California,22,4,Nest,Apparel,Apparel,5,1,7,0.38461538461538464,0.03496503496503497,0.5384615384615384,0.04895104895104895
