Recency,Frequency,Monetary,Length,성별,평균구매주기,구매카테고리수,총납세액,총구매수량,총할인금액,총배송료,당월구매횟수,고유거래일수,used개수,not used개수,Used_ratio_per_F,Clicked_ratio_per_F,First_category,Second_category,Third_category,labels
336,1,383.2667,0,남,336,2,54.26969999999999,56,12.953,6.5,1,1,2,1,0.6666666666666666,0.0,Apparel,Apparel,None,7
299,17,3363.2106,0,여,299,10,385.2076,187,426.927,316.74,17,1,10,4,0.0173010380622837,0.0346020761245674,Apparel,Stationery,Nest,4
300,3,294.6892,0,남,300,3,25.9162,5,2.697,19.5,3,1,1,0,0.0666666666666666,0.2666666666666666,Stationery,Nest,Housewares,2
12,291,84763.8289,351,여,29,17,9373.5269,4211,2879.128,2331.88,65,24,189,83,0.0011064472505663,0.0018440787509439,Apparel,Nest,Stationery,5
177,5,678.4863,1,여,89,5,78.9413,27,12.435,89.48,5,2,6,2,0.0705882352941176,0.1058823529411764,Apparel,Lifestyle,Stationery,7
113,1,57.92,0,여,113,1,7.92,1,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
139,10,1812.6966,0,남,139,6,172.9886,40,126.062,60.5,10,1,11,4,0.0379310344827586,0.0482758620689655,Apparel,Nest,Housewares,0
256,1,84.1075,0,여,256,3,9.5935,22,3.346,12.479999999999997,1,1,2,0,0.6666666666666666,0.3333333333333333,Housewares,Apparel,Housewares,2
269,17,2776.9776,50,여,184,6,286.2456,231,228.078,128.73,16,2,14,7,0.0235294117647058,0.0235294117647058,Stationery,Nest,Apparel,3
69,32,5613.9874,0,여,69,5,447.1534,70,337.846,262.81,32,1,24,3,0.0182926829268292,0.010670731707317,Nest,Nest,Apparel,4
136,7,728.1076,0,여,136,6,84.7616,29,121.274,42.5,7,1,7,3,0.0588235294117647,0.0588235294117647,Apparel,Housewares,Nest,0
268,2,97.4762,0,남,268,1,12.8862,5,0.0,13.0,2,1,0,1,0.0,0.4,Apparel,None,None,2
355,3,626.1816,0,남,355,2,56.9286,5,12.277,19.5,3,1,1,0,0.0666666666666666,0.2666666666666666,Nest,Apparel,None,7
320,24,23382.7375,3,여,163,8,2814.2155,2160,528.818,238.91,24,2,14,9,0.0110062893081761,0.0235849056603773,Nest,Apparel,Stationery,4
286,4,1109.1618,0,여,286,5,123.3928,20,17.690999999999995,26.0,4,1,2,1,0.0416666666666666,0.1875,Apparel,Nest,Housewares,7
221,58,10185.4803,71,여,90,13,1131.3873,701,828.597,554.14,37,4,39,21,0.0058470764617691,0.0082458770614692,Apparel,Nest,Stationery,5
28,69,11708.4129,236,여,83,13,1061.6319,283,399.529,517.91,27,6,42,16,0.0049893086243763,0.0076027559990496,Apparel,Nest,Stationery,5
233,5,517.0828,0,남,233,2,55.9688,7,41.036,36.99,5,1,3,2,0.0857142857142857,0.0571428571428571,Apparel,Nest,None,7
343,2,1188.0528,0,남,343,4,178.8938,25,66.01100000000001,13.0,2,1,7,4,0.21875,0.15625,Apparel,Apparel,Lifestyle,7
41,9,2152.0606,0,남,41,4,188.6906,16,170.8,55.0,9,1,5,2,0.0462962962962963,0.0462962962962963,Nest,Apparel,Nest,0
194,6,1365.1838,0,남,194,3,133.5118,45,99.25799999999998,56.9,6,1,3,0,0.0625,0.1041666666666666,Apparel,Nest,Stationery,0
136,2,85.5698,0,여,136,3,11.8958,8,5.476,12.0,2,1,3,1,0.1875,0.25,Apparel,Lifestyle,Stationery,2
62,16,2677.9082000000003,265,남,148,7,304.3132,229,165.995,114.26,8,4,6,9,0.015625,0.0234375,Nest,Stationery,Apparel,3
94,62,11105.7072,104,여,50,12,1172.1432,477,808.216,658.0,35,6,44,21,0.0051425899953249,0.0085320243104254,Apparel,Nest,Stationery,5
256,1,386.4354,0,남,256,1,56.4354,7,0.0,16.47,1,1,0,0,0.0,1.0,Apparel,None,None,2
209,13,1738.5842,126,남,230,7,193.8762,167,262.38199999999995,92.48,12,2,9,2,0.0314685314685314,0.0384615384615384,Nest,Stationery,Apparel,3
193,10,1635.0743,20,남,77,8,148.6633,35,185.319,54.0,10,3,7,5,0.0349999999999999,0.04,Nest,Lifestyle,Apparel,3
198,15,2843.5939,0,여,198,6,292.64390000000003,48,335.30999999999995,98.38,15,1,7,5,0.0194444444444444,0.0333333333333333,Nest,Apparel,Stationery,0
107,6,948.5764,0,남,107,3,98.9064,11,323.30999999999995,36.5,6,1,5,1,0.119047619047619,0.0238095238095238,Nest,Apparel,Nest,0
36,38,7644.6724,1,남,19,3,635.4924,61,605.0,269.5,38,2,17,10,0.0093201754385964,0.0115131578947368,Nest,Nest,Apparel,4
18,2,642.7076,0,여,18,3,100.0006,38,51.963,12.0,2,1,5,2,0.15625,0.28125,Apparel,Apparel,Stationery,7
92,4,351.1902,2,남,48,5,36.8572,6,54.147,24.0,4,2,3,0,0.125,0.125,Stationery,Apparel,Nest,7
291,33,6994.654,19,여,109,10,781.804,440,360.38,370.86,32,3,39,13,0.0135841170323928,0.0121908742598397,Apparel,Stationery,Nest,4
84,24,3507.0248,0,남,84,7,306.5098,68,120.155,157.98,24,1,19,5,0.0155228758169934,0.0220588235294117,Apparel,Nest,Nest,4
126,5,710.3627,0,여,126,4,56.2007,44,10.878,24.0,5,1,2,1,0.0444444444444444,0.1333333333333333,Apparel,Nest,Lifestyle,7
34,21,5138.6266,0,남,34,5,455.4166,54,594.16,135.5,21,1,15,2,0.0255102040816326,0.0187074829931972,Nest,Nest,Apparel,4
235,11,1885.1586,0,남,235,6,223.3906,113,62.742,115.36,11,1,5,6,0.0181818181818181,0.0509090909090909,Apparel,Housewares,Nest,0
203,12,1477.5252,0,남,203,7,152.0632,30,175.668,81.69,12,1,8,4,0.0256410256410256,0.0448717948717948,Apparel,Nest,Stationery,0
173,33,6937.5679,1,여,87,8,672.1919,274,246.934,291.13,33,2,20,4,0.0104493207941483,0.0177638453500522,Nest,Apparel,Stationery,4
159,68,14414.3468,1,여,80,12,1414.4618,839,490.215,624.53,68,2,48,25,0.0044960659423004,0.0078681153990258,Apparel,Nest,Stationery,4
87,11,1662.5576,237,여,140,5,190.1676,88,91.44,131.97,5,4,9,3,0.0389610389610389,0.0389610389610389,Apparel,Stationery,Nest,3
222,1,8.690999999999999,0,여,222,1,0.299,1,0.5980000000000001,6.0,1,1,1,0,1.0,0.0,Stationery,None,None,2
201,5,318.9692,0,여,201,4,35.2602,63,1.431,87.13,5,1,1,2,0.025,0.125,Apparel,Stationery,Housewares,7
146,12,2653.2675,210,남,283,10,312.4475,330,150.4,77.5,11,2,16,4,0.0310077519379844,0.0445736434108527,Apparel,Lifestyle,Stationery,1
34,9,1830.0576,46,여,63,5,136.5966,14,0.239,65.33,8,2,1,3,0.0101010101010101,0.0707070707070707,Nest,Housewares,Apparel,6
78,85,11977.067,207,여,70,10,1155.175,511,1142.898,619.42,53,7,67,25,0.004835799350415,0.0051245037892457,Apparel,Nest,Nest,5
290,22,4688.9697,15,여,160,9,506.6917,395,414.462,424.76,22,2,16,5,0.0181818181818181,0.021590909090909,Stationery,Apparel,Nest,4
242,39,4036.0784,0,여,242,7,477.5724,397,373.944,248.98,39,1,19,12,0.0069597069597069,0.0142857142857142,Apparel,Stationery,Nest,4
125,1,39.1142,0,여,125,1,3.4542,1,0.0,16.47,1,1,0,0,0.0,1.0,Apparel,None,None,2
208,4,180.4624,0,여,208,3,22.2544,12,6.462,31.99,4,1,2,0,0.0833333333333333,0.1666666666666666,Apparel,Housewares,Stationery,7
53,18,4948.331,309,여,134,8,451.319,386,117.878,195.94,5,5,14,8,0.0169082125603864,0.0289855072463768,Apparel,Nest,Stationery,1
220,52,7359.990900000001,25,남,90,10,839.3559,526,372.705,428.15,50,3,37,19,0.0062968005445881,0.0097004765146358,Apparel,Stationery,Nest,1
69,28,4448.415,65,여,99,10,424.974,152,219.799,335.29,16,2,19,16,0.0101279317697228,0.0170575692963752,Nest,Stationery,Lifestyle,1
356,36,8762.7548,0,남,356,11,871.3518,417,227.39700000000005,278.56,36,1,15,9,0.0073099415204678,0.0160818713450292,Nest,Apparel,Stationery,4
43,17,3161.9078,132,여,153,7,280.6878,41,90.48,116.0,9,2,12,5,0.0261437908496732,0.0217864923747276,Nest,Apparel,Stationery,3
95,42,8569.6531,181,남,114,10,855.9051,330,867.342,403.39,33,4,30,10,0.0093984962406015,0.0112781954887218,Stationery,Nest,Nest,5
193,29,6452.3095,1,여,97,9,691.2305,92,499.731,262.35,29,2,17,8,0.0117241379310344,0.0172413793103448,Nest,Apparel,Nest,4
117,30,3876.8404,139,여,131,8,405.7604,63,689.67,208.47,28,3,13,4,0.0105691056910569,0.0195121951219512,Nest,Apparel,Apparel,1
343,15,2262.8432,0,남,343,5,215.91020000000003,35,97.197,97.5,15,1,12,1,0.0307692307692307,0.0333333333333333,Nest,Apparel,Stationery,0
324,12,3827.7486,0,여,324,4,437.7126,92,83.114,120.08,12,1,4,7,0.010752688172043,0.053763440860215,Nest,Apparel,Housewares,0
42,48,8294.8807,195,남,108,9,732.2707,357,547.12,437.42,27,4,38,10,0.0087962962962962,0.0097222222222222,Nest,Apparel,Stationery,1
39,33,9369.356,9,여,19,10,754.902,260,802.606,278.58,33,3,26,9,0.0127077223851417,0.0131964809384164,Nest,Nest,Stationery,4
230,49,6442.1937,76,여,127,10,686.8447,240,344.231,446.41,23,3,39,10,0.0082908163265306,0.0099914965986394,Apparel,Nest,Stationery,1
170,1,92.9,0,여,170,1,7.9,1,0.0,6.0,1,1,0,0,0.0,1.0,Nest,None,None,2
200,6,1472.8968,0,여,200,4,172.5888,26,192.522,42.99,6,1,9,6,0.0681818181818181,0.053030303030303,Apparel,Nest,Stationery,0
134,1,230.411,0,남,134,2,35.901,50,17.93,12.99,1,1,3,2,0.4285714285714285,0.2857142857142857,Apparel,Lifestyle,None,7
121,57,18809.912,193,여,72,11,2420.223,835,1861.301,397.78,21,7,44,31,0.0053606237816764,0.008406432748538,Apparel,Nest,Stationery,5
198,64,11536.1342,140,여,159,11,1243.6942,491,458.0700000000001,765.6,48,3,57,19,0.0056014150943396,0.0081564465408805,Apparel,Stationery,Nest,5
38,18,4040.177,1,여,20,7,355.735,35,146.998,124.69,18,2,6,1,0.0128205128205128,0.0405982905982905,Nest,Nest,Nest,0
173,17,3017.8778,96,여,121,9,318.2698,139,85.672,147.48,14,3,18,2,0.0216086434573829,0.034813925570228,Apparel,Housewares,Stationery,3
170,2,683.61,0,남,170,3,52.02,35,7.68,32.67,2,1,1,0,0.1666666666666666,0.3333333333333333,Stationery,Stationery,Nest,7
20,6,1390.8757,0,여,20,5,122.18970000000002,57,152.124,44.91,6,1,5,1,0.0694444444444444,0.0833333333333333,Apparel,Stationery,Nest,0
53,18,3508.4591,202,여,152,9,429.0181,242,222.319,150.22,9,3,17,11,0.0219638242894056,0.0193798449612403,Apparel,Stationery,Nest,1
47,88,18575.6645,300,여,129,14,1944.7315,1653,688.707,858.01,28,5,59,27,0.0042704111175448,0.0051389693109438,Apparel,Nest,Stationery,5
30,12,1553.7916,258,여,91,6,150.7576,20,80.306,113.06,4,6,7,0,0.034313725490196,0.0490196078431372,Nest,Apparel,Stationery,3
355,9,2464.2920000000004,0,여,355,1,227.89,21,100.998,58.5,9,1,5,0,0.0462962962962963,0.0648148148148148,Nest,None,None,0
100,4,444.5634,0,여,100,5,44.5444,14,147.77100000000002,30.99,4,1,8,1,0.2,0.025,Apparel,Apparel,Housewares,7
150,6,917.0718,0,여,150,3,107.2618,17,113.2,36.0,6,1,3,0,0.0384615384615384,0.1282051282051282,Apparel,Nest,Apparel,7
145,1,119.2682,0,여,145,1,17.2782,3,0.0,6.0,1,1,0,1,0.0,0.6666666666666666,Apparel,None,None,2
123,20,4158.1409,79,남,140,10,417.0039,403,576.523,163.19,12,2,18,5,0.018,0.027,Apparel,Lifestyle,Stationery,1
195,13,1271.3476,0,남,195,9,124.2076,53,110.18999999999998,91.44,13,1,16,6,0.0397022332506203,0.0223325062034739,Stationery,Apparel,Nest,0
123,7,998.1507,0,여,123,5,111.3667,30,50.486,42.0,7,1,7,2,0.0499999999999999,0.0785714285714285,Apparel,Nest,Housewares,0
279,14,2324.0094,0,여,279,5,235.0864,23,148.79699999999997,93.2,14,1,4,5,0.0150375939849624,0.037593984962406,Nest,Apparel,Stationery,0
136,47,10723.4147,203,여,90,12,1134.6877,754,457.1830000000001,413.77,23,6,40,22,0.0074005550416281,0.0098057354301572,Apparel,Nest,Lifestyle,5
205,7,1336.7148,0,여,205,5,150.9278,38,109.953,48.91,7,1,6,6,0.0428571428571428,0.0571428571428571,Apparel,Lifestyle,Nest,0
336,13,1926.7258,0,남,336,4,182.23980000000003,37,68.864,90.76,13,1,9,1,0.0407239819004524,0.0316742081447963,Nest,Apparel,Stationery,0
149,2,103.585,138,남,212,2,8.235000000000001,2,0.0,13.0,1,2,0,1,0.0,0.25,Nest,Stationery,None,6
13,17,5032.924,334,남,170,6,498.076,160,297.652,294.69,10,4,12,6,0.0252100840336134,0.0210084033613445,Apparel,Nest,Nest,1
264,6,671.5204,0,남,264,4,75.2544,15,38.794,44.98,6,1,3,3,0.0499999999999999,0.0666666666666666,Apparel,Nest,Lifestyle,7
60,5,1386.9,103,여,133,2,102.3,8,117.4,30.0,4,2,2,0,0.08,0.12,Nest,Nest,None,6
202,1,364.52,0,남,202,2,62.73,150,59.7,12.99,1,1,1,0,0.5,0.5,Housewares,Lifestyle,None,7
115,17,2250.5713,0,남,115,10,235.5473,182,171.066,157.45000000000002,17,1,18,6,0.0199778024417314,0.0321864594894561,Apparel,Stationery,Lifestyle,4
269,14,2537.7881,0,남,269,6,267.2091,75,122.741,128.54,14,1,12,5,0.0285714285714285,0.0309523809523809,Apparel,Nest,Stationery,0
24,22,5812.4559,100,남,112,10,505.4749000000001,430,245.019,158.98,15,2,12,5,0.0121212121212121,0.0282828282828282,Apparel,Nest,Nest,1
233,2,1053.4722,0,남,233,5,126.8802,182,39.838,55.62,2,1,2,2,0.1666666666666666,0.1666666666666666,Nest,Stationery,Lifestyle,7
25,12,2623.786,324,여,134,4,272.50600000000003,85,239.87,97.69,4,5,10,1,0.0347222222222222,0.0451388888888888,Nest,Apparel,Housewares,3
40,28,3741.2445,74,남,37,8,319.6725,59,257.998,188.99,16,5,15,5,0.0111607142857142,0.0208333333333333,Apparel,Nest,Nest,1
36,47,9223.6238,288,여,153,11,891.3038,551,808.6400000000001,868.65,22,4,35,17,0.0077570921985815,0.0097517730496453,Apparel,Nest,Housewares,5
221,5,1174.9762,47,남,157,3,111.0132,21,8.777000000000001,76.0,4,2,3,2,0.06,0.1,Apparel,Nest,Stationery,6
317,22,2595.9888,1,여,159,11,268.2488,76,161.93,200.3,22,2,13,7,0.0155502392344497,0.0215311004784688,Nest,Apparel,Stationery,4
13,95,17249.105199999998,144,여,100,11,1657.3432,796,1119.448,751.19,50,3,66,25,0.00396992481203,0.0050526315789473,Nest,Apparel,Stationery,5
249,22,4049.4943,0,여,249,8,408.2343,85,83.91,132.0,22,1,15,7,0.0166297117516629,0.0210643015521064,Nest,Apparel,Lifestyle,0
128,37,7350.8416,75,여,139,10,788.3116,750,609.99,337.02,23,2,28,24,0.0076440076440076,0.0128310128310128,Nest,Apparel,Stationery,5
340,4,366.1262,0,여,340,3,32.94520000000001,5,15.679000000000002,26.0,4,1,2,1,0.1,0.1,Nest,Stationery,Housewares,7
33,15,2327.0432,310,남,163,6,235.1052,88,184.752,189.03,5,4,14,6,0.0252252252252252,0.0306306306306306,Apparel,Stationery,Nest,3
134,5,697.89,0,여,134,2,64.19000000000001,8,29.8,30.0,5,1,1,4,0.04,0.0,Nest,Apparel,None,7
257,12,2103.3396,21,여,99,7,246.8516,41,359.052,90.8,10,3,9,3,0.0357142857142857,0.0357142857142857,Apparel,Nest,Nest,3
348,8,1830.5763,0,여,348,6,179.77530000000002,92,64.819,52.0,8,1,5,2,0.0446428571428571,0.0625,Nest,Apparel,Stationery,0
194,1,77.152,0,남,194,1,9.828,4,7.266,19.99,1,1,2,1,0.5,0.25,Apparel,None,None,2
147,6,923.6994,179,여,168,4,88.8174,36,10.058,82.31,4,3,3,0,0.0416666666666666,0.125,Apparel,Nest,Stationery,6
64,6,653.7432,160,여,128,4,60.5972,11,5.634,36.0,4,3,3,2,0.0625,0.0625,Apparel,Nest,Stationery,6
188,9,1919.9207,0,남,188,3,186.7677,19,214.797,81.97,9,1,4,2,0.037037037037037,0.0555555555555555,Nest,Apparel,Apparel,0
0,3,823.9695999999999,0,남,0,2,75.1106,10,5.931,19.5,3,1,2,0,0.1333333333333333,0.1999999999999999,Nest,Apparel,None,7
195,13,2314.5208,0,여,195,5,239.8728,45,156.22199999999998,104.43,13,1,8,6,0.0246153846153846,0.0338461538461538,Apparel,Nest,Stationery,0
75,1,195.05,0,여,75,1,9.95,1,19.9,6.0,1,1,1,0,1.0,0.0,Nest,None,None,2
142,8,1092.7426,0,남,142,5,107.0766,32,19.784,48.0,8,1,9,4,0.0511363636363636,0.0511363636363636,Apparel,Stationery,Nest,7
253,6,1863.1648,0,남,253,3,180.7148,250,156.13,83.68,6,1,6,2,0.0909090909090909,0.0454545454545454,Apparel,Nest,Stationery,0
1,123,22396.7282,311,여,89,14,2267.0352,889,1426.737,1515.32,48,7,58,30,0.0022454510259388,0.0047231900890437,Nest,Apparel,Housewares,5
186,12,1304.6096,70,여,163,4,149.3656,33,83.01599999999999,92.9,8,2,7,1,0.0253623188405797,0.0543478260869565,Apparel,Nest,Housewares,3
63,2,384.85,0,여,63,2,24.85,2,0.0,12.0,2,1,0,0,0.0,0.5,Nest,Nest,None,2
78,9,1921.9684,1,여,40,5,192.1414,137,68.893,60.99,9,2,10,3,0.065359477124183,0.0261437908496732,Nest,Lifestyle,Housewares,0
206,6,1026.0898,0,여,206,6,127.8548,86,63.945,42.48,6,1,4,1,0.0416666666666666,0.1145833333333333,Housewares,Stationery,Lifestyle,0
156,9,772.4459,183,남,261,5,78.0629,20,7.887,66.47,8,2,6,1,0.0392156862745098,0.065359477124183,Apparel,Nest,Stationery,6
34,22,3453.1690000000003,309,여,130,7,325.082,38,117.493,168.0,12,5,8,5,0.012539184952978,0.0250783699059561,Nest,Apparel,Housewares,3
98,3,1062.9324,1,여,50,6,151.60139999999998,54,110.049,18.0,3,2,5,2,0.0925925925925926,0.2037037037037037,Apparel,Housewares,Apparel,0
336,1,77.148,0,남,336,1,2.468,6,0.0,50.0,1,1,0,0,0.0,1.0,Stationery,None,None,2
127,5,688.3806000000001,0,여,127,5,62.3386,26,55.148,30.0,5,1,7,2,0.0933333333333333,0.08,Lifestyle,Apparel,Nest,7
21,5,590.7031999999999,319,여,219,4,57.208200000000005,19,11.985,65.27000000000001,2,3,1,1,0.0333333333333333,0.1333333333333333,Nest,Lifestyle,Housewares,6
164,5,183.5667,0,남,164,4,17.3457,9,1.359,30.5,5,1,1,2,0.0285714285714285,0.1142857142857142,Apparel,Nest,Housewares,2
152,7,4368.6474,0,남,152,7,387.4974,373,237.48,398.62,7,1,2,1,0.0219780219780219,0.1098901098901099,Nest,Lifestyle,Stationery,4
23,14,2703.2837,208,남,146,9,244.6407,38,208.817,102.68,6,3,10,3,0.0285714285714285,0.0342857142857142,Nest,Apparel,Stationery,3
169,32,4796.3677,90,남,116,8,472.3077,96,121.36,213.97,16,3,12,13,0.0069444444444444,0.0167824074074074,Apparel,Nest,Housewares,1
283,18,3552.2558,0,여,283,6,396.4488,107,271.623,135.47,18,1,12,9,0.0151515151515151,0.029040404040404,Apparel,Nest,Stationery,4
300,10,2157.4764,0,여,300,5,218.4944,179,238.908,218.89,10,1,6,3,0.04,0.04,Nest,Stationery,Apparel,0
362,40,9332.4948,0,여,362,11,842.0298,332,304.735,598.79,40,1,22,7,0.00859375,0.013671875,Nest,Apparel,Apparel,4
27,8,1403.2866,19,여,32,3,118.7766,11,55.8,49.5,5,2,1,2,0.0138888888888888,0.0833333333333333,Nest,Apparel,Nest,6
58,78,13094.685,250,남,93,13,1282.52,307,607.355,495.03,28,6,48,21,0.0044593088071348,0.0064102564102564,Nest,Apparel,Stationery,5
311,46,13770.8238,2,여,157,10,1464.8638,1060,1004.27,608.02,46,2,35,17,0.0071780147662018,0.0110746513535684,Nest,Apparel,Stationery,4
27,19,4219.5601,218,남,115,6,348.7821,87,487.442,121.0,16,4,11,5,0.0180921052631578,0.0263157894736842,Apparel,Nest,Nest,1
293,11,1962.5122,1,여,147,5,181.1032,109,293.271,359.0,11,2,7,3,0.0374331550802139,0.0374331550802139,Nest,Apparel,Stationery,0
12,1,32.4438,0,여,12,1,4.0338,1,0.0,6.0,1,1,0,0,0.0,1.0,Apparel,None,None,2
306,37,10133.5167,0,여,306,7,1029.5567,583,554.7,310.36,37,1,21,12,0.0085995085995086,0.0135135135135135,Nest,Apparel,Stationery,4
308,25,3717.7845,1,남,155,7,356.2985,119,266.55400000000003,163.74,25,2,11,4,0.011578947368421,0.0242105263157894,Nest,Apparel,Housewares,4
284,38,4882.4765,17,남,159,7,531.2305,73,517.284,276.76,38,2,19,12,0.0078125,0.0135690789473684,Apparel,Nest,Housewares,4
302,4,409.918,0,여,302,2,36.646,9,19.188,26.0,4,1,1,1,0.0625,0.125,Nest,Stationery,None,7
53,28,6030.5587000000005,0,여,53,7,507.7707,302,571.542,219.02,28,1,16,6,0.0136054421768707,0.0170068027210884,Nest,Apparel,Stationery,4
124,27,4117.9806,148,여,105,6,395.2446,76,170.50400000000002,266.73,19,4,11,10,0.0084876543209876,0.0208333333333333,Apparel,Nest,Housewares,1
300,24,4752.442,0,여,300,8,524.734,401,301.572,331.58,24,1,14,11,0.0119047619047619,0.0204081632653061,Nest,Apparel,Stationery,4
343,6,758.8014,12,남,183,5,71.0694,17,0.5780000000000001,39.0,6,2,1,5,0.0138888888888888,0.0833333333333333,Nest,Lifestyle,Apparel,6
344,14,2400.572,0,여,344,6,230.896,26,52.40400000000001,113.28,14,1,4,4,0.0136054421768707,0.0442176870748299,Nest,Apparel,Apparel,0
96,4,1417.49,0,여,96,2,96.9,8,59.4,37.99,4,1,1,3,0.05,0.05,Nest,Nest,None,7
24,7,1193.2764,106,여,59,6,106.6484,58,22.962,42.5,3,4,5,4,0.0396825396825396,0.0714285714285714,Apparel,Stationery,Lifestyle,3
21,1,14.1202,0,여,21,1,1.3212000000000002,2,1.041,6.5,1,1,1,0,0.5,0.5,Apparel,None,None,2
259,2,594.1981999999999,0,여,259,2,52.5882,111,0.0,30.92,2,1,0,1,0.0,0.25,Apparel,Stationery,None,7
208,12,2166.5934,0,남,208,9,233.6474,210,109.704,100.81,12,1,10,3,0.028735632183908,0.0459770114942528,Housewares,Nest,Stationery,0
131,11,2505.5246,174,남,239,4,266.78860000000003,45,181.744,82.97,10,2,8,4,0.0269360269360269,0.0505050505050505,Apparel,Nest,Apparel,3
346,15,3380.4614,0,여,346,6,264.2104,169,72.42900000000002,720.0400000000001,15,1,5,2,0.0166666666666666,0.0433333333333333,Nest,Stationery,Housewares,0
284,9,2196.8736,0,여,284,6,250.9076,191,227.904,72.85,9,1,8,1,0.0555555555555555,0.0486111111111111,Nest,Housewares,Apparel,0
72,15,3042.7832,0,여,72,8,277.9792,80,54.666,96.99,15,1,9,7,0.0171428571428571,0.0361904761904761,Nest,Apparel,Housewares,0
21,3,374.5276,0,여,21,2,40.0726,4,82.995,19.5,3,1,3,1,0.25,0.0,Nest,Apparel,None,7
165,3,385.1689,112,남,194,5,27.0509,29,16.132,68.72999999999999,2,2,2,0,0.1333333333333333,0.1999999999999999,Stationery,IT,Apparel,6
23,2,134.7391,0,여,23,3,7.6751,5,3.666,12.5,2,1,2,0,0.25,0.25,Apparel,Nest,Stationery,2
219,38,6583.4771,141,남,125,9,746.9811,447,322.494,319.42,16,4,24,11,0.0077972709551656,0.0149447693307342,Apparel,Nest,Housewares,1
162,5,659.5882,131,여,212,8,75.49119999999999,18,115.573,31.5,3,2,7,2,0.0823529411764705,0.0941176470588235,Stationery,Apparel,Nest,6
302,3,245.3148,0,여,302,3,29.4248,14,46.47,19.5,3,1,5,0,0.1851851851851852,0.1481481481481481,Apparel,Apparel,Stationery,7
266,9,963.4341,1,여,134,6,105.3581,44,31.184,58.5,9,2,13,4,0.0451388888888888,0.0520833333333333,Apparel,Stationery,Lifestyle,0
236,48,9324.4238,0,여,236,14,1059.9318,516,436.018,387.51,48,1,32,24,0.0056497175141242,0.0109463276836158,Apparel,Stationery,Nest,4
207,9,1774.6716,0,여,207,6,170.5216,120,88.29,88.98,9,1,5,2,0.0277777777777777,0.0722222222222222,Lifestyle,Apparel,Stationery,0
238,14,3783.1456,0,남,238,5,411.4816,331,434.356,172.9,14,1,11,4,0.0327380952380952,0.0267857142857142,Nest,Apparel,Stationery,4
22,33,6593.4454,243,남,169,8,643.6824,79,340.687,236.97,14,3,15,8,0.009090909090909,0.0163636363636363,Apparel,Nest,Stationery,1
151,8,554.965,179,남,101,4,53.275,15,0.0,49.5,3,5,0,3,0.0,0.09375,Apparel,Nest,Stationery,6
269,33,6844.1866,6,남,93,9,759.7275999999999,482,531.0409999999999,214.5,19,3,25,12,0.0108225108225108,0.0142857142857142,Nest,Apparel,Stationery,4
41,9,1062.5774,206,여,151,4,110.2214,37,48.474,54.0,6,3,8,6,0.0329218106995884,0.0534979423868312,Apparel,Housewares,Nest,3
5,31,5499.342,358,여,80,8,522.025,142,420.893,298.6,8,9,15,8,0.0093052109181141,0.0179900744416873,Nest,Apparel,Nest,1
15,21,3937.1155,0,여,15,6,316.5865,45,131.721,161.38,21,1,6,3,0.0098522167487684,0.0328407224958949,Nest,Apparel,Nest,0
108,50,8606.1319,216,여,135,11,959.7519,493,420.76,564.72,17,4,49,28,0.006950354609929,0.0090780141843971,Apparel,Nest,Stationery,5
135,2,249.0147,0,여,135,7,30.6647,82,9.55,18.91,2,1,3,0,0.1666666666666666,0.3333333333333333,Housewares,Stationery,Housewares,7
201,7,952.4137,0,여,201,7,90.6757,109,152.862,81.39,7,1,6,3,0.0571428571428571,0.0571428571428571,Apparel,Stationery,Housewares,0
134,5,607.378,209,여,184,2,57.708000000000006,14,19.8,37.99,2,3,2,1,0.0666666666666666,0.1,Nest,Apparel,None,6
64,8,1085.3532,0,여,64,6,99.1132,24,93.0,48.5,8,1,9,3,0.0661764705882353,0.0367647058823529,Apparel,Nest,Lifestyle,0
352,5,1584.3582,0,남,352,3,152.87120000000002,13,6.683000000000001,32.5,5,1,2,3,0.05,0.075,Nest,Apparel,Apparel,7
116,21,2794.6573,170,남,228,9,307.4033,181,268.116,198.85,13,2,19,10,0.0184645286686103,0.0194363459669582,Apparel,Nest,Stationery,1
248,5,701.2986000000001,0,여,248,2,64.0286,7,0.0,30.0,5,1,0,1,0.0,0.1714285714285714,Nest,Apparel,None,2
260,39,8189.6678,1,여,131,9,796.5248,110,205.947,270.47,39,2,23,12,0.0079695079695079,0.0135135135135135,Nest,Apparel,Lifestyle,4
277,14,3067.3401,0,남,277,7,330.4321,216,280.542,91.0,14,1,10,1,0.0324675324675324,0.0357142857142857,Nest,Stationery,Housewares,0
221,8,548.1056,0,남,221,5,54.7456,64,56.2,48.0,8,1,7,2,0.0514705882352941,0.0588235294117647,Stationery,Nest,Lifestyle,7
86,12,2267.4062,0,남,86,9,172.2812,140,92.945,114.65,12,1,13,4,0.0386904761904761,0.0327380952380952,Housewares,Stationery,Nest,0
284,5,813.6724,0,여,284,3,87.0924,8,107.1,32.5,5,1,3,4,0.075,0.025,Nest,Apparel,Housewares,7
152,1,29.2342,0,여,152,1,3.5442,2,0.0,6.0,1,1,0,1,0.0,0.5,Apparel,None,None,2
363,5,944.9792,0,남,363,2,93.6102,13,23.521,32.5,5,1,2,6,0.0333333333333333,0.0666666666666666,Apparel,Nest,None,7
